qmof_id,name,info.formula,info.formula_reduced,info.mofid.mofid,info.mofid.mofkey,info.mofid.smiles_nodes,info.mofid.smiles_linkers,info.mofid.smiles,info.mofid.topology,info.natoms,info.pld,info.lcd,info.density,info.volume,info.symmetry.spacegroup,info.symmetry.spacegroup_number,info.symmetry.spacegroup_crystal,info.symmetry.pointgroup,info.synthesized,info.source,info.doi,inputs.pbe.theory,inputs.pbe.pseudopotentials,inputs.pbe.encut,inputs.pbe.kpoints,inputs.pbe.gamma,inputs.pbe.spin,outputs.pbe.energy_total,outputs.pbe.energy_vdw,outputs.pbe.energy_elec,outputs.pbe.net_magmom,outputs.pbe.bandgap,outputs.pbe.cbm,outputs.pbe.vbm,outputs.pbe.directgap,outputs.pbe.bandgap_spins,outputs.pbe.cbm_spins,outputs.pbe.vbm_spins,outputs.pbe.directgap_spins,inputs.hle17.theory,inputs.hle17.pseudopotentials,inputs.hle17.encut,inputs.hle17.kpoints,inputs.hle17.gamma,inputs.hle17.spin,inputs.hse06_10hf.theory,inputs.hse06_10hf.pseudopotentials,inputs.hse06_10hf.encut,inputs.hse06_10hf.kpoints,inputs.hse06_10hf.gamma,inputs.hse06_10hf.spin,inputs.hse06.theory,inputs.hse06.pseudopotentials,inputs.hse06.encut,inputs.hse06.kpoints,inputs.hse06.gamma,inputs.hse06.spin,outputs.hle17.energy_total,outputs.hle17.energy_vdw,outputs.hle17.energy_elec,outputs.hle17.net_magmom,outputs.hle17.bandgap,outputs.hle17.cbm,outputs.hle17.vbm,outputs.hle17.directgap,outputs.hle17.bandgap_spins,outputs.hle17.cbm_spins,outputs.hle17.vbm_spins,outputs.hle17.directgap_spins,outputs.hse06_10hf.energy_total,outputs.hse06_10hf.energy_vdw,outputs.hse06_10hf.energy_elec,outputs.hse06_10hf.net_magmom,outputs.hse06_10hf.bandgap,outputs.hse06_10hf.cbm,outputs.hse06_10hf.vbm,outputs.hse06_10hf.directgap,outputs.hse06_10hf.bandgap_spins,outputs.hse06_10hf.cbm_spins,outputs.hse06_10hf.vbm_spins,outputs.hse06_10hf.directgap_spins,outputs.hse06.energy_total,outputs.hse06.energy_vdw,outputs.hse06.energy_elec,outputs.hse06.net_magmom,outputs.hse06.bandgap,outputs.hse06.cbm,outputs.hse06.vbm,outputs.hse06.directgap,outputs.hse06.bandgap_spins,outputs.hse06.cbm_spins,outputs.hse06.vbm_spins,outputs.hse06.directgap_spins,water_stable
qmof-6cea7d6,boydwoo_str_m3_o22_o27_pcu_sym_39,Zn2C34H34N8O14,ZnC17H17N4O7,C1CN2CCN1CC2.COC1(OC)CC2(C(=O)[O-])C(CC1(CC2N(=O)=O)C(=O)[O-])N(=O)=O.[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0,Zn.IMNIMPAHZVJRPE.RYFVKTNONYVZPO.SPKQQVCCIJEWNY.MOFkey-v1.pcu,['[Zn][Zn]'],"['C1CN2CCN1CC2', 'COC1(OC)CC2(C(=O)[O-])C(CC1(CC2N(=O)=O)C(=O)[O-])N(=O)=O', '[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-]']",C1CN2CCN1CC2.COC1(OC)CC2(C(=O)[O-])C(CC1(CC2N(=O)=O)C(=O)[O-])N(=O)=O.[O-]C(=O)c1ccc(cc1)c1nnc(nn1)c1ccc(cc1)C(=O)[O-].[Zn][Zn],pcu,92,7.67901,9.97093,0.7659318400097372,1971.78802883392,P1,1,triclinic,1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 1]",True,False,-593.9678173,-5.15061,-588.8172073,0.0,2.542968000000001,-1.135784,-2.828752,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73
qmof-18b8ab1,boydwoo_str_m3_o23_o27_pcu_sym_281,Zn2C58Cl14H54N6O8,ZnC29Cl7H27N3O4,CCCC1(Cl)CC2(C#CC(=O)[O-])CC(C1(C#CC(=O)[O-])CC2(CCC)CCC)(Cl)CCC.N#CC12CCC(C(C1Cl)Cl)(C(C2(Cl)Cl)(Cl)Cl)C#N.[Zn][Zn] MOFid-v1.pcu.cat0,Zn.QARJNJHWMQKTIJ.VEJBDPIYXGGQLR.MOFkey-v1.pcu,['[Zn][Zn]'],"['CCCC1(Cl)CC2(C#CC(=O)[O-])CC(C1(C#CC(=O)[O-])CC2(CCC)CCC)(Cl)CCC', 'N#CC12CCC(C(C1Cl)Cl)(C(C2(Cl)Cl)(Cl)Cl)C#N']",CCCC1(Cl)CC2(C#CC(=O)[O-])CC(C1(C#CC(=O)[O-])CC2(CCC)CCC)(Cl)CCC.N#CC12CCC(C(C1Cl)Cl)(C(C2(Cl)Cl)(Cl)Cl)C#N.[Zn][Zn],pcu,142,8.19144,13.26318,0.5860997852816145,4505.484587692061,P1,1,triclinic,1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'Cl 06Sep2000', 'O 08Apr2002']",520,"[2, 2, 1]",True,False,-860.7815965,-8.32867,-852.4529265,0.0,2.313386,-1.733744,-3.19713,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76
qmof-20f906c,boydwoo_str_m3_o4_o18_pcu_sym_175,Zn2C42H26N2O14,ZnC21H13NO7,[O-]C(=O)c1c(O)c(O)c(c2c1CC2)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1cc(O)c3c(c1c(c2)O)cc(c(c3O)O)C(=O)[O-].[Zn][Zn].c1ccc(cc1)c1cnc2c(n1)CC2 MOFid-v1.pcu.cat0,Zn.DQGADHAKKGDKBH.GVJWOZLEKUCCMG.RDBWTHFUCMBUJW.MOFkey-v1.pcu,['[Zn][Zn]'],"['[O-]C(=O)c1c(O)c(O)c(c2c1CC2)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1cc(O)c3c(c1c(c2)O)cc(c(c3O)O)C(=O)[O-]', 'c1ccc(cc1)c1cnc2c(n1)CC2']",[O-]C(=O)c1c(O)c(O)c(c2c1CC2)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1cc(O)c3c(c1c(c2)O)cc(c(c3O)O)C(=O)[O-].[Zn][Zn].c1ccc(cc1)c1cnc2c(n1)CC2,pcu,86,5.56686,7.12659,0.9925776897404316,1528.210150209124,P1,1,triclinic,1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 1]",True,False,-594.11720845,-5.25039,-588.86681845,0.0,1.6128589999999998,-0.769131,-1.53199,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75
qmof-3adbe2b,boydwoo_str_m3_o4_o19_pcu_sym_221,Zn2C22H12N2O10,ZnC11H6NO5,OC1C(O)c2c1c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)C#CC#CC(=O)[O-].[Zn][Zn].c1cnc2c(n1)CC2 MOFid-v1.pcu.cat0,Zn.FNXNZNGOFGFTFF.SBIHZDUATVMCQW.USZXDNVMPDEEBP.MOFkey-v1.pcu,['[Zn][Zn]'],"['OC1C(O)c2c1c(ccc2C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC#CC(=O)[O-]', 'c1cnc2c(n1)CC2']",OC1C(O)c2c1c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)C#CC#CC(=O)[O-].[Zn][Zn].c1cnc2c(n1)CC2,pcu,48,7.60591,8.61381,0.7704276303601924,1282.7680143071602,P1,1,triclinic,1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,False,-328.68799854,-2.58419,-326.10380854000005,0.0,2.81926,-1.880137,-3.849397,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
qmof-d6a31e5,boydwoo_str_m3_o4_o6_pcu_sym_149,Zn2Br4C30H16N2O9,Zn2Br4C30H16N2O9,Brc1cnc2c(n1)C(C2)Br.CCOC1C(Br)c2c1c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)C#Cc1ccc(c(c1)Br)C#CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0,Zn.BVTCEKXZALNEMP.RHGQNDYZNCTCQT.YZSNYOQEMLHNPE.MOFkey-v1.pcu,['[Zn][Zn]'],"['Brc1cnc2c(n1)C(C2)Br', 'CCOC1C(Br)c2c1c(ccc2C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#Cc1ccc(c(c1)Br)C#CC(=O)[O-]']",Brc1cnc2c(n1)C(C2)Br.CCOC1C(Br)c2c1c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)C#Cc1ccc(c(c1)Br)C#CC(=O)[O-].[Zn][Zn],pcu,63,7.5199,8.6434,0.9564337229216828,1734.25078487478,P1,1,triclinic,1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'Br 06Sep2000', 'N 08Apr2002', 'O 08Apr2002']",520,"[3, 2, 1]",True,False,-415.50352855,-3.80445,-411.69907855,0.0,2.521052,-1.857364,-3.528416,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75
qmof-a70dc58,boydwoo_str_m3_o6_o15_pcu_sym_150,Zn2C68H48N2O8,ZnC34H24NO4,N#Cc1c(c2ccccc2)c(c2ccccc2)c(c(c1c1ccccc1)c1ccccc1)C#N.[O-]C(=O)C#Cc1c(C)c(C)c(c(c1C)C)C#CC(=O)[O-].[O-]C(=O)c1c2cc(C)c(cc2c(c2c1cc(C)c(c2)C)C(=O)[O-])C.[Zn][Zn] MOFid-v1.pcu.cat0,Zn.DQPDSCODHXMPGV.UHVAEIIHDJACON.XOKWXCUXVIIKLX.MOFkey-v1.pcu,['[Zn][Zn]'],"['N#Cc1c(c2ccccc2)c(c2ccccc2)c(c(c1c1ccccc1)c1ccccc1)C#N', '[O-]C(=O)C#Cc1c(C)c(C)c(c(c1C)C)C#CC(=O)[O-]', '[O-]C(=O)c1c2cc(C)c(cc2c(c2c1cc(C)c(c2)C)C(=O)[O-])C']",N#Cc1c(c2ccccc2)c(c2ccccc2)c(c(c1c1ccccc1)c1ccccc1)C#N.[O-]C(=O)C#Cc1c(C)c(C)c(c(c1C)C)C#CC(=O)[O-].[O-]C(=O)c1c2cc(C)c(cc2c(c2c1cc(C)c(c2)C)C(=O)[O-])C.[Zn][Zn],pcu,128,4.73866,7.93749,0.759604836294035,2518.19565866473,P-1,2,triclinic,-1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 1, 1]",True,False,-867.9447925,-7.50622,-860.4385725,0.0,1.6306379999999998,-1.272883,-2.053521,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72
qmof-91af4b8,boydwoo_str_m4_Al_o17_o25_acs_sym_188,Al6C98H48O30,Al3C49H24O15,COc1c(cc2c3c1ccc1c3c(cc2)cc(c1)C(=O)[O-])C(=O)[O-].COc1cc2cc(cc3c2c2c1cc(cc2cc3)C(=O)[O-])C(=O)[O-].O[Al][O]([Al])[Al].[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-].[O-]C(=O)c1cc2ccc3c4c2c(c1)ccc4cc(c3)C(=O)[O-] MOFid-v1.acs.cat0,Al.IYZPBNARRDXJGX.OTAJGWQCQIEFEV.QFTLBKNNGAGBTQ.VPNHZAKITSXAFU.MOFkey-v1.acs,['O[Al][O]([Al])[Al]'],"['COc1c(cc2c3c1ccc1c3c(cc2)cc(c1)C(=O)[O-])C(=O)[O-]', 'COc1cc2cc(cc3c2c2c1cc(cc2cc3)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-]', '[O-]C(=O)c1cc2ccc3c4c2c(c1)ccc4cc(c3)C(=O)[O-]']",COc1c(cc2c3c1ccc1c3c(cc2)cc(c1)C(=O)[O-])C(=O)[O-].COc1cc2cc(cc3c2c2c1cc(cc2cc3)C(=O)[O-])C(=O)[O-].O[Al][O]([Al])[Al].[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-].[O-]C(=O)c1cc2ccc3c4c2c(c1)ccc4cc(c3)C(=O)[O-],acs,182,5.32534,7.44645,0.7805096353231412,3972.6942998562913,P1,1,triclinic,1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Al 04Jan2001', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 1]",True,False,-1299.61984958,-10.61207,-1289.00777958,0.0,2.597734,-0.51205,-2.259784,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
qmof-0e64acd,boydwoo_str_m4_Al_o17_o25_acs_sym_92,Al6C100H51N7O36,Al6C100H51N7O36,O[Al][O]([Al])[Al].[O-]C(=O)C#CC12C3C4C1C1(C2(C3C41C#CC(=O)[O-])C(=O)O)N.[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])C(=O)O.[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-].[O-]C(=O)c1cc2cc(N)c3c4c2c(c1)cc(c4c(c(c3)C(=O)[O-])C(=O)O)C(=O)O.[O-]C(=O)c1cc2ccc3c4c2c(c1)cc(c4c(c(c3N)C(=O)[O-])N)N.[O-]C(=O)c1cc2ccc3c4c2c(c1)ccc4c(c(c3N)C(=O)[O-])N MOFid-v1.acs.cat0,Al.BAELIPRACSQNAC.CXEWOTROVUIBGW.FZYVHUMZPXIYRV.JAIJCJGMHIEAOA.PUKPGKSOCAYJAM.VPNHZAKITSXAFU.MOFkey-v1.acs,['O[Al][O]([Al])[Al]'],"['[O-]C(=O)C#CC12C3C4C1C1(C2(C3C41C#CC(=O)[O-])C(=O)O)N', '[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])C(=O)O', '[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-]', '[O-]C(=O)c1cc2cc(N)c3c4c2c(c1)cc(c4c(c(c3)C(=O)[O-])C(=O)O)C(=O)O', '[O-]C(=O)c1cc2ccc3c4c2c(c1)cc(c4c(c(c3N)C(=O)[O-])N)N', '[O-]C(=O)c1cc2ccc3c4c2c(c1)ccc4c(c(c3N)C(=O)[O-])N']",O[Al][O]([Al])[Al].[O-]C(=O)C#CC12C3C4C1C1(C2(C3C41C#CC(=O)[O-])C(=O)O)N.[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])C(=O)O.[O-]C(=O)C#CC12C3C4C2C2C1C3C42C#CC(=O)[O-].[O-]C(=O)c1cc2cc(N)c3c4c2c(c1)cc(c4c(c(c3)C(=O)[O-])C(=O)O)C(=O)O.[O-]C(=O)c1cc2ccc3c4c2c(c1)cc(c4c(c(c3N)C(=O)[O-])N)N.[O-]C(=O)c1cc2ccc3c4c2c(c1)ccc4c(c(c3N)C(=O)[O-])N,acs,200,5.04928,7.33675,0.8817680138573809,3932.839759856416,P1,1,triclinic,1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Al 04Jan2001', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 1]",True,False,-1432.62209957,-12.39565,-1420.22644957,0.0,1.298966,-0.528753,-0.977719,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84
qmof-ae3c113,boydwoo_str_m4_Al_o20_o25_acs_sym_268,Al6C72H17I3O40,Al6C72H17I3O40,O[Al][O]([Al])[Al].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C#CC12C3C4C1(C(=O)O)C1C2(C3(C41C#CC(=O)[O-])C(=O)O)I.[O-]C(=O)C#CC12C3C4C1(I)C1(C2(C3(C41C#CC(=O)[O-])I)C(=O)O)C(=O)O.[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])C(=O)O)C(=O)O MOFid-v1.acs.cat0,Al.IVHBREJLPGXBAS.LVGXPXTTXYOYBX.VERAGQHGZFGXFP.WQTFRHWCNZMJIS.MOFkey-v1.acs,['O[Al][O]([Al])[Al]'],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C#CC12C3C4C1(C(=O)O)C1C2(C3(C41C#CC(=O)[O-])C(=O)O)I', '[O-]C(=O)C#CC12C3C4C1(I)C1(C2(C3(C41C#CC(=O)[O-])I)C(=O)O)C(=O)O', '[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])C(=O)O)C(=O)O']",O[Al][O]([Al])[Al].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C#CC12C3C4C1(C(=O)O)C1C2(C3(C41C#CC(=O)[O-])C(=O)O)I.[O-]C(=O)C#CC12C3C4C1(I)C1(C2(C3(C41C#CC(=O)[O-])I)C(=O)O)C(=O)O.[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])C(=O)O)C(=O)O,acs,138,5.06737,7.50292,0.8851835562473616,3872.8197626846695,P1,1,triclinic,1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Al 04Jan2001', 'H 15Jun2001', 'C 08Apr2002', 'I 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 1]",True,False,-1003.28307524,-8.40557,-994.87750524,0.0,1.520696,-2.009737,-2.680433,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76
qmof-513e1bb,boydwoo_str_m4_Al_o23_o25_acs_sym_220,Al6C84H69NO37S3,Al6C84H69NO37S3,O[Al][O]([Al])[Al].[O-]C(=O)C#CC12C3C4C1C1(C2(C3C41C#CC(=O)[O-])S(O)([O])[O])S(O)([O])[O].[O-]C(=O)C#CC12CCC(CC1)(C(C2)N)C#CC(=O)[O-].[O-]C(=O)C#CC12CCC(CC1)(C(C2)S([O])(O)[O])C#CC(=O)[O-].[O-]C(=O)C#CC12CCC(CC1)(CC2)C#CC(=O)[O-] MOFid-v1.acs.cat0,Al.BLKJQIZERQVMDY.GOOXBMRYAABKGY.PFIUHOXHCJMLIW.YPBOIMBFSBCSDJ.MOFkey-v1.acs,['O[Al][O]([Al])[Al]'],"['[O-]C(=O)C#CC12C3C4C1C1(C2(C3C41C#CC(=O)[O-])S(O)([O])[O])S(O)([O])[O]', '[O-]C(=O)C#CC12CCC(CC1)(C(C2)N)C#CC(=O)[O-]', '[O-]C(=O)C#CC12CCC(CC1)(C(C2)S([O])(O)[O])C#CC(=O)[O-]', '[O-]C(=O)C#CC12CCC(CC1)(CC2)C#CC(=O)[O-]']",O[Al][O]([Al])[Al].[O-]C(=O)C#CC12C3C4C1C1(C2(C3C41C#CC(=O)[O-])S(O)([O])[O])S(O)([O])[O].[O-]C(=O)C#CC12CCC(CC1)(C(C2)N)C#CC(=O)[O-].[O-]C(=O)C#CC12CCC(CC1)(C(C2)S([O])(O)[O])C#CC(=O)[O-].[O-]C(=O)C#CC12CCC(CC1)(CC2)C#CC(=O)[O-],acs,200,5.53537,7.71903,0.7497286503456503,4302.38686188193,P1,1,triclinic,1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Al 04Jan2001', 'H 15Jun2001', 'C 08Apr2002', 'S 06Sep2000', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 1]",True,False,-1316.36680135,-11.11318,-1305.25362135,0.0,2.181574,-0.891491,-2.223065,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79
qmof-91692c9,boydwoo_str_m4_Al_o25_o25_acs_sym_129,Al6C84F30H8O28,Al3C42F15H4O14,O[Al][O]([Al])[Al].[O-]C(=O)C#CC12C3(F)C4C1(F)C1(C2(C3(C41C#CC(=O)[O-])F)F)F MOFid-v1.acs.cat0,Al.LGGQJOSOCZKKDJ.MOFkey-v1.acs,['O[Al][O]([Al])[Al]'],['[O-]C(=O)C#CC12C3(F)C4C1(F)C1(C2(C3(C41C#CC(=O)[O-])F)F)F'],O[Al][O]([Al])[Al].[O-]C(=O)C#CC12C3(F)C4C1(F)C1(C2(C3(C41C#CC(=O)[O-])F)F)F,acs,156,5.87622,8.25004,0.7876184369927453,4631.494401478137,P1,1,triclinic,1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Al 04Jan2001', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002', 'F 08Apr2002']",520,"[2, 2, 1]",True,False,-1096.58578498,-8.14388,-1088.44190498,0.0,2.62316,-1.054891,-2.828051,True,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75
qmof-077f6af,boydwoo_str_m4_Al_o2_o25_acs_sym_110,Al6C90H63N7O28,Al6C90H63N7O28,Nc1c(cc(c(c1C)C(=O)[O-])N)c1ccc(cc1)C(=O)[O-].Nc1cc(C(=O)[O-])c(c(c1c1ccc(cc1)C(=O)[O-])N)C.O[Al][O]([Al])[Al].[O-]C(=O)C#CC12C3C4C1(C)C1C2(C3(C41C#CC(=O)[O-])N)C.[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])C)N.[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])C.[O-]C(=O)c1ccc(cc1)c1ccc(cc1N)C(=O)[O-] MOFid-v1.acs.cat0,Al.FYEKGZUXGKAJJQ.IKRYVPOGOCBLDJ.JWLDOPIHPWOQQJ.MMHRKEMANUKCFT.NVZZRYXQZLXCFQ.VPJBIBATCCMTDV.MOFkey-v1.acs,['O[Al][O]([Al])[Al]'],"['Nc1c(cc(c(c1C)C(=O)[O-])N)c1ccc(cc1)C(=O)[O-]', 'Nc1cc(C(=O)[O-])c(c(c1c1ccc(cc1)C(=O)[O-])N)C', '[O-]C(=O)C#CC12C3C4C1(C)C1C2(C3(C41C#CC(=O)[O-])N)C', '[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])C)N', '[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])C', '[O-]C(=O)c1ccc(cc1)c1ccc(cc1N)C(=O)[O-]']",Nc1c(cc(c(c1C)C(=O)[O-])N)c1ccc(cc1)C(=O)[O-].Nc1cc(C(=O)[O-])c(c(c1c1ccc(cc1)C(=O)[O-])N)C.O[Al][O]([Al])[Al].[O-]C(=O)C#CC12C3C4C1(C)C1C2(C3(C41C#CC(=O)[O-])N)C.[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])C)N.[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])C.[O-]C(=O)c1ccc(cc1)c1ccc(cc1N)C(=O)[O-],acs,194,5.4041,7.51879,0.7387164236643523,4163.916618994245,P1,1,triclinic,1,False,BoydWoo,https://doi.org/10.24435/materialscloud:2018.0016/v3,PBE-D3BJ,"['Al 04Jan2001', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 1]",True,False,-1328.99465239,-10.63432,-1318.3603323900002,0.0,2.373447,-0.383196,-1.906643,False,"[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
